year,month,day,hour,minute,lat1,lat2,lat3,lon1,lon2,lon3,wp1,wp2,wp3,size1,size2,size3,d1,d2,d3,mask1,mask2,mask3
2020,9,5,15,0,8.69,8.69,8.69,-23.45,-23.45,-23.45,43.46927533745974,43.46927533745974,43.46927533745974,936.7241279054939,936.7241279054939,936.7241279054939,934.2979469774938,934.2979469774938,934.2979469774938,1,1,1
2020,9,5,15,0,8.69,8.69,8.69,-23.349999999999998,-23.349999999999998,-23.349999999999998,43.46927533745974,43.46927533745974,43.46927533745974,936.7241279054939,936.7241279054939,936.7241279054939,926.7481552224237,926.7481552224237,926.7481552224237,1,1,1
2020,9,5,15,0,8.69,8.69,8.69,-23.249999999999996,-23.249999999999996,-23.249999999999996,43.46927533745974,43.46927533745974,43.46927533745974,936.7241279054939,936.7241279054939,936.7241279054939,919.2651660125504,919.2651660125504,919.2651660125504,1,1,1
2020,9,5,15,0,8.69,8.69,8.69,-23.149999999999995,-23.149999999999995,-23.149999999999995,43.46927533745974,43.46927533745974,43.46927533745974,936.7241279054939,936.7241279054939,936.7241279054939,911.850624930628,911.850624930628,911.850624930628,1,1,1
2020,9,5,15,0,8.69,8.69,8.69,-23.049999999999994,-23.049999999999994,-23.049999999999994,43.46927533745974,43.46927533745974,43.46927533745974,936.7241279054939,936.7241279054939,936.7241279054939,904.5062162069374,904.5062162069374,904.5062162069374,1,1,1
2020,9,5,15,0,8.69,8.69,8.69,-22.949999999999992,-22.949999999999992,-22.949999999999992,43.46927533745974,43.46927533745974,43.46927533745974,936.7241279054939,936.7241279054939,936.7241279054939,897.2336630151306,897.2336630151306,897.2336630151306,1,1,1
2020,9,5,15,0,8.69,8.69,8.69,-22.84999999999999,-22.84999999999999,-22.84999999999999,43.46927533745974,43.46927533745974,43.46927533745974,936.7241279054939,936.7241279054939,936.7241279054939,890.0347277041345,890.0347277041345,890.0347277041345,1,1,1
2020,9,5,15,0,8.69,8.69,8.69,-22.74999999999999,-22.74999999999999,-22.74999999999999,43.46927533745974,43.46927533745974,43.46927533745974,936.7241279054939,936.7241279054939,936.7241279054939,882.9112119593357,882.9112119593357,882.9112119593357,1,1,1
2020,9,5,15,0,8.69,8.69,8.69,-22.649999999999988,-22.649999999999988,-22.649999999999988,43.46927533745974,43.46927533745974,43.46927533745974,936.7241279054939,936.7241279054939,936.7241279054939,875.8649568858795,875.8649568858795,875.8649568858795,1,1,1
2020,9,5,15,0,8.69,8.69,8.69,-22.549999999999986,-22.549999999999986,-22.549999999999986,43.46927533745974,43.46927533745974,43.46927533745974,936.7241279054939,936.7241279054939,936.7241279054939,868.8978430065773,868.8978430065773,868.8978430065773,1,1,1
