year,month,day,hour,minute,lat1,lat2,lat3,lon1,lon2,lon3,wp1,wp2,wp3,size1,size2,size3,d1,d2,d3,mask1,mask2,mask3
2020,9,5,12,0,8.69,22.94162750960914,20.177520825579474,-23.45,-9.378864843436084,-9.184991034745835,130.40782601237922,0.0,0.0,2810.172383716482,0,0,934.2979469774938,1248.7407609666668,1067.6199392477668,1,0,0
2020,9,5,12,0,8.69,7.159554808147361,10.019112231446112,-23.349999999999998,-25.357611651209346,-8.99675795311569,130.40782601237922,0.0,0.0,2810.172383716482,0,0,926.7481552224237,1202.85707385529,1057.7095560298249,1,0,0
2020,9,5,12,0,8.69,21.162166266855465,23.099392008540796,-23.249999999999996,-10.320913861668604,-21.674102939898567,130.40782601237922,0.0,0.0,2810.172383716482,0,0,919.2651660125504,1041.3521794681299,1031.5801531802772,1,0,0
2020,9,5,12,0,8.69,5.7392183876717455,7.393346088783677,-23.149999999999995,-16.295456853351098,-26.26096695445723,130.40782601237922,0.0,0.0,2810.172383716482,0,0,911.850624930628,1006.4373610782144,1257.985022615657,1,0,0
2020,9,5,12,0,8.69,20.012031833151156,8.90284066370258,-23.049999999999994,-26.081450640528,-9.600061321020291,130.40782601237922,0.0,0.0,2810.172383716482,0,0,904.5062162069374,1086.9571286232565,1072.589790936693,1,0,0
2020,9,5,12,0,8.69,21.96071186056163,22.808742573837648,-22.949999999999992,-25.22169796883688,-25.87603611651049,130.40782601237922,0.0,0.0,2810.172383716482,0,0,897.2336630151306,1147.7584538270846,1261.5285696745127,1,0,0
2020,9,5,12,0,8.69,23.12958598738934,6.356560093551472,-22.84999999999999,-24.77006717675576,-10.439582934669271,130.40782601237922,0.0,0.0,2810.172383716482,0,0,890.0347277041345,1209.7821588637967,1205.5217889829166,1,0,0
2020,9,5,12,0,8.69,10.218955523175755,23.09001970101029,-22.74999999999999,-8.702072760365144,-21.3400404098742,130.40782601237922,0.0,0.0,2810.172383716482,0,0,882.9112119593357,1074.8264588518753,1016.0885037975441,1,0,0
2020,9,5,12,0,8.69,7.361059104265399,7.065131259386333,-22.649999999999988,-8.875122568797781,-26.24561203604281,130.40782601237922,0.0,0.0,2810.172383716482,0,0,875.8649568858795,1243.7765313268626,1281.0096076183754,1,0,0
2020,9,5,12,0,8.69,21.703185610309284,8.08963521346108,-22.549999999999986,-25.239243282459086,-9.96734059136886,130.40782601237922,0.0,0.0,2810.172383716482,0,0,868.8978430065773,1129.6691057396947,1100.2296982065534,1,0,0
2020,9,5,12,0,8.69,5.790674383737045,6.835297916263663,-22.449999999999985,-12.13290095918495,-11.023505077147469,130.40782601237922,0.0,0.0,2810.172383716482,0,0,862.011790166529,1151.1214329231088,1123.6758529400029,1,0,0
2020,9,5,12,0,8.69,7.628970233838137,18.657197311473023,-22.349999999999984,-25.562139033771444,-26.23082077768157,130.40782601237922,0.0,0.0,2810.172383716482,0,0,855.2087573362413,1183.0736154948056,1030.8315986838109,1,0,0
2020,9,5,12,0,8.69,9.674490761517426,6.747411153064131,-22.249999999999982,-25.48154264696593,-11.709626426169763,130.40782601237922,0.0,0.0,2810.172383716482,0,0,848.4907423046994,1035.5460459578949,1086.3955518693267,1,0,0
2020,9,5,12,0,8.69,22.304859492873902,10.452500473155146,-22.14999999999998,-11.236714344251368,-25.784483795231626,130.40782601237922,0.0,0.0,2810.172383716482,0,0,841.8597812535385,1068.9784362746293,1019.2896841578613,1,0,0
2020,9,5,12,0,8.69,21.967176553123274,22.838595467232906,-22.04999999999998,-24.762958047328727,-23.357282662176615,130.40782601237922,0.0,0.0,2810.172383716482,0,0,835.3179482032224,1114.330638618088,1095.0621759086391,1,0,0
2020,9,5,12,0,8.69,9.01919197562001,12.239820236565558,-21.949999999999978,-24.992341736395897,-26.732781527555503,130.40782601237922,0.0,0.0,2810.172383716482,0,0,828.8673543218908,1034.9679799086025,1038.878597901145,1,0,0
2020,9,5,12,0,8.69,21.469675228027548,7.309901672302693,-21.849999999999977,-11.027173451799184,-11.389113700997662,130.40782601237922,0.0,0.0,2810.172383716482,0,0,822.5101470873836,1013.1640207066542,1057.2552613615105,1,0,0
2020,9,5,12,0,8.69,7.014826845814229,6.00495050012422,-21.749999999999975,-22.24172129963779,-15.128560820857206,130.40782601237922,0.0,0.0,2810.172383716482,0,0,816.2485092928291,1002.3763183538318,1001.849984068231,1,0,0
2020,9,5,12,0,8.69,6.5538795020196305,10.30113910523869,-21.649999999999974,-8.26410091183925,-8.68026670216602,130.40782601237922,0.0,0.0,2810.172383716482,0,0,810.0846578861384,1354.0824563064523,1072.5822978764254,1,0,0
2020,9,5,12,0,8.69,7.8049167003169515,20.30824563908834,-21.549999999999972,-24.14515395142654,-25.207164082056273,130.40782601237922,0.0,0.0,2810.172383716482,0,0,804.0208426337882,1058.4019737101391,1029.2448413199363,1,0,0
2020,9,5,12,0,8.69,22.54641749853264,8.763302616872771,-21.44999999999997,-25.136511972498866,-10.559767110563282,130.40782601237922,0.0,0.0,2810.172383716482,0,0,798.0593445993882,1187.208975956425,1001.6040182846509,1,0,0
2020,9,5,12,0,8.69,20.970362969834326,6.401459978677367,-21.34999999999997,-10.062586954006079,-23.44647267336353,130.40782601237922,0.0,0.0,2810.172383716482,0,0,792.2024744277619,1047.3844326979738,1131.8983473950498,1,0,0
